file_path,true_label,original_prediction,original_confidence,perturbed_prediction,perturbed_confidence,prediction_changed,correct_before,correct_after,removed_or_replaced_terms,perturbation_mode,explanation_method
data\datasetSujet3\content\dataset\test\(BOUDARD)(Alphonse)(le corbillard de jules)(1)(1979)(1925)(2000)(fr)(z)(z)(V)(R)(T).txt,homme,homme,0.9922797679901123,homme,0.9924023151397705,False,True,True,"[""guillaume"", ""françois"", ""fit"", ""andré"", ""brebis"", ""docteur"", ""maire"", ""geneviève"", ""marie""]",mask,lrp
data\datasetSujet3\content\dataset\test\(BOULENGER)(Marcel)(Au pays de Sylvie)(1)(1904)(1873)(1932)(fr)(z)(z)(V)(R)(T).txt,homme,homme,0.9834890365600586,homme,0.9821343421936035,False,True,True,"[""fit"", ""brebis"", ""répondit"", ""marie"", ""reprit"", ""ouvrit"", ""fallut""]",mask,lrp
data\datasetSujet3\content\dataset\test\(BOULENGER)(Marcel)(Lettres de Chantilly)(1)(1907)(1873)(1932)(fr)(z)(z)(V)(R)(T).txt,homme,homme,0.9740332365036011,homme,0.9727280139923096,False,True,True,"[""françois"", ""fit"", ""docteur"", ""répondit"", ""marie"", ""ouvrit""]",mask,lrp
data\datasetSujet3\content\dataset\test\(BRUSSOLO)(Serge)(le pique nique du crocodile)(1)(1995)(1951)(v)(fr)(z)(z)(V)(R)(T).txt,homme,homme,0.8630152940750122,homme,0.8429859280586243,False,True,True,"[""fit"", ""docteur"", ""répondit"", ""maire"", ""marie"", ""reprit"", ""ouvrit"", ""souffla"", ""fallut""]",mask,lrp
data\datasetSujet3\content\dataset\test\(CARMINATI)(Jean-Paul)(la concordance des dents)(1)(2001)(1965)(v)(fr)(z)(z)(V)(R)(T).txt,homme,homme,0.6551203727722168,homme,0.6206448674201965,False,True,True,"[""fit"", ""docteur"", ""marie"", ""reprit""]",mask,lrp
data\datasetSujet3\content\dataset\test\(CAVANNA)(François)(les aventures du petit jesus)(1)(1982)(1923)(2014)(fr)(z)(z)(V)(R)(T).txt,homme,homme,0.5638045072555542,homme,0.5884010791778564,False,True,True,"[""fit"", ""andré"", ""brebis"", ""répondit"", ""marie"", ""reprit"", ""ouvrit"", ""souffla"", ""fallut""]",mask,lrp
data\datasetSujet3\content\dataset\test\(CHADOURNE)(Louis)(Terre de Chanaan)(1)(1921)(1890)(1925)(fr)(z)(z)(V)(R)(T).txt,homme,homme,0.9978538155555725,homme,0.9976358413696289,False,True,True,"[""fit"", ""brebis"", ""docteur"", ""répondit"", ""reprit"", ""ouvrit"", ""souffla"", ""fallut""]",mask,lrp
data\datasetSujet3\content\dataset\test\(CIRIEZ)(Frédéric)(des néons sous la mer)(1)(2008)(1971)(v)(fr)(z)(z)(V)(R)(T).txt,homme,homme,0.6944254636764526,homme,0.6940157413482666,False,True,True,"[""françois"", ""fit"", ""répondit"", ""marie"", ""ouvrit"", ""fallut""]",mask,lrp
data\datasetSujet3\content\dataset\test\(COHEN)(Albert)(solal)(1)(1930)(1895)(1981)(fr)(z)(z)(V)(R)(T).txt,homme,homme,0.9757113456726074,homme,0.9744735956192017,False,True,True,"[""fit"", ""brebis"", ""bergerie"", ""docteur"", ""répondit"", ""marie"", ""reprit"", ""ouvrit"", ""souffla""]",mask,lrp
data\datasetSujet3\content\dataset\test\(DAENINCKX)(Didier)(le der des ders)(1)(1984)(1949)(v)(fr)(z)(z)(V)(R)(T).txt,homme,homme,0.9763152599334717,homme,0.9751876592636108,False,True,True,"[""guillaume"", ""françois"", ""fit"", ""andré"", ""docteur"", ""répondit"", ""maire"", ""marie"", ""zola"", ""reprit"", ""ouvrit"", ""souffla"", ""fallut""]",mask,lrp
data\datasetSujet3\content\dataset\test\(DARD)(Frédéric)(au suivant de ces messieurs)(1)(1957)(1921)(2000)(fr)(z)(z)(V)(R)(T).txt,homme,homme,0.9492601156234741,homme,0.9492915272712708,False,True,True,"[""docteur""]",mask,lrp
data\datasetSujet3\content\dataset\test\(DARD)(Frédéric)(bons baisers où tu sais)(1)(1987)(1921)(2000)(fr)(z)(z)(V)(R)(T).txt,homme,homme,0.9884979128837585,homme,0.9885342717170715,False,True,True,"[""françois"", ""fit"", ""docteur"", ""répondit"", ""maire"", ""mister"", ""marie"", ""reprit"", ""ouvrit"", ""fallut""]",mask,lrp
data\datasetSujet3\content\dataset\test\(DARD)(Frédéric)(de a jusqu_à z)(1)(1961)(1921)(2000)(fr)(z)(z)(V)(R)(T).txt,homme,homme,0.948930561542511,homme,0.9490043520927429,False,True,True,"[""andré"", ""docteur"", ""mister"", ""marie""]",mask,lrp
data\datasetSujet3\content\dataset\test\(DARD)(Frédéric)(fais moi des choses)(1)(1978)(1921)(2000)(fr)(z)(z)(V)(R)(T).txt,homme,homme,0.9658486247062683,homme,0.9653797149658203,False,True,True,"[""françois"", ""fit"", ""alice"", ""docteur"", ""répondit"", ""maire"", ""mister"", ""marie""]",mask,lrp
data\datasetSujet3\content\dataset\test\(DARD)(Frédéric)(faut il vous l_envelopper)(1)(1969)(1921)(2000)(fr)(z)(z)(V)(R)(T).txt,homme,homme,0.9744266271591187,homme,0.9792405366897583,False,True,True,"[""françois"", ""brebis"", ""docteur"", ""maire"", ""mister"", ""marie""]",mask,lrp
data\datasetSujet3\content\dataset\test\(DARD)(Frédéric)(j_ai bien l_honneur de vous buter)(1)(1955)(1921)(2000)(fr)(z)(z)(V)(R)(T).txt,homme,homme,0.9658700823783875,homme,0.9658483266830444,False,True,True,"[""françois"", ""fit"", ""andré"", ""docteur"", ""maire"", ""marie""]",mask,lrp
data\datasetSujet3\content\dataset\test\(DARD)(Frédéric)(ménage tes méninges)(1)(1962)(1921)(2000)(fr)(z)(z)(V)(R)(T).txt,homme,homme,0.972652792930603,homme,0.9726802110671997,False,True,True,"[""françois"", ""fit"", ""docteur"", ""marie""]",mask,lrp
data\datasetSujet3\content\dataset\test\(DARD)(Frédéric)(pleins feux sur le tutu)(1)(1984)(1921)(2000)(fr)(z)(z)(V)(R)(T).txt,homme,homme,0.9848577976226807,homme,0.9850468635559082,False,True,True,"[""guillaume"", ""fit"", ""docteur"", ""maire"", ""mister"", ""marie""]",mask,lrp
data\datasetSujet3\content\dataset\test\(DARD)(Frédéric)(tout le plaisir est pour moi)(1)(1959)(1921)(2000)(fr)(z)(z)(V)(R)(T).txt,homme,homme,0.9768252372741699,homme,0.9791019558906555,False,True,True,"[""françois"", ""docteur"", ""geneviève""]",mask,lrp
data\datasetSujet3\content\dataset\test\(DE HALDAT)(Stanislas)(le secret sauvage)(1)(1999)(1962)(v)(fr)(z)(z)(V)(R)(T).txt,homme,homme,0.9705697298049927,homme,0.9703596830368042,False,True,True,"[""guillaume"", ""fit"", ""docteur"", ""répondit"", ""mister"", ""fallut""]",mask,lrp
data\datasetSujet3\content\dataset\test\(DE MONTESQUIOU-FEZENSAC)(Robert)(la trépidation)(1)(1921)(1855)(1921)(fr)(z)(z)(V)(R)(T).txt,homme,homme,0.8026704788208008,homme,0.7738050818443298,False,True,True,"[""guillaume"", ""françois"", ""fit"", ""andré"", ""brebis"", ""docteur"", ""répondit"", ""marie"", ""reprit"", ""ouvrit"", ""fallut""]",mask,lrp
data\datasetSujet3\content\dataset\test\(DE POURTALES)(Guy)(la pêche miraculeuse tome 2)(1)(1937)(1881)(1941)(fr)(z)(z)(V)(R)(T).txt,homme,homme,0.9946486353874207,homme,0.9937356114387512,False,True,True,"[""guillaume"", ""françois"", ""fit"", ""brebis"", ""alice"", ""docteur"", ""répondit"", ""maire"", ""marie"", ""reprit"", ""ouvrit"", ""fallut""]",mask,lrp
data\datasetSujet3\content\dataset\test\(DE SOUZA)(Carl)(ceux qu_on jette à la mer)(1)(2001)(1949)(v)(fr)(z)(z)(V)(R)(T).txt,homme,homme,0.8023714423179626,homme,0.8023714423179626,False,True,True,[],mask,lrp
data\datasetSujet3\content\dataset\test\(DENUZIERE)(Maurice)(le pont de buena vista)(1)(2003)(1926)(v)(fr)(z)(z)(V)(R)(T).txt,homme,homme,0.9663631319999695,homme,0.9645333290100098,False,True,True,"[""guillaume"", ""françois"", ""fit"", ""andré"", ""alice"", ""docteur"", ""répondit"", ""maire"", ""marie"", ""reprit"", ""ouvrit"", ""souffla"", ""fallut""]",mask,lrp
data\datasetSujet3\content\dataset\test\(DUBOIS)(Jean-Paul)(si ce livre pouvait me rapprocher de toi)(1)(1999)(1950)(v)(fr)(z)(z)(V)(R)(T).txt,homme,homme,0.9351944327354431,homme,0.9292659163475037,False,True,True,"[""fit"", ""répondit"", ""reprit"", ""ouvrit"", ""fallut""]",mask,lrp
data\datasetSujet3\content\dataset\test\(EXBRAYAT)(Charles)(des demoiselles imprudentes)(1)(1961)(1906)(1989)(fr)(z)(z)(V)(R)(T).txt,homme,homme,0.9512072205543518,homme,0.9500624537467957,False,True,True,"[""fit"", ""docteur"", ""répondit"", ""reprit"", ""ouvrit""]",mask,lrp
data\datasetSujet3\content\dataset\test\(EXBRAYAT)(Charles)(les filles de folignazzaro)(1)(1963)(1906)(1989)(fr)(z)(z)(V)(R)(T).txt,homme,homme,0.9928929209709167,homme,0.9926871061325073,False,True,True,"[""fit"", ""docteur"", ""répondit"", ""maire"", ""marie"", ""reprit"", ""ouvrit"", ""souffla"", ""fallut""]",mask,lrp
data\datasetSujet3\content\dataset\test\(EXBRAYAT)(Charles)(marie de nos vingt ans)(1)(1975)(1906)(1989)(fr)(z)(z)(V)(R)(T).txt,homme,homme,0.9209661483764648,homme,0.9714341759681702,False,True,True,"[""françois"", ""fit"", ""andré"", ""docteur"", ""répondit"", ""marie"", ""reprit"", ""ouvrit"", ""fallut""]",mask,lrp
data\datasetSujet3\content\dataset\test\(EXBRAYAT)(Charles)(mefie toi gone)(1)(1961)(1906)(1989)(fr)(z)(z)(V)(R)(T).txt,homme,homme,0.9932314157485962,homme,0.9938068985939026,False,True,True,"[""guillaume"", ""françois"", ""fit"", ""répondit"", ""maire"", ""marie"", ""reprit"", ""ouvrit"", ""fallut""]",mask,lrp
data\datasetSujet3\content\dataset\test\(FALLET)(René)(charleston)(1)(1967)(1927)(1983)(fr)(z)(z)(V)(R)(T).txt,homme,homme,0.8558194041252136,homme,0.8933770656585693,False,True,True,"[""françois"", ""fit"", ""andré"", ""alice"", ""docteur"", ""répondit"", ""maire"", ""marie"", ""reprit"", ""ouvrit"", ""souffla"", ""fallut""]",mask,lrp
data\datasetSujet3\content\dataset\test\(FALLET)(René)(pigalle)(1)(1949)(1927)(1983)(fr)(z)(z)(V)(R)(T).txt,homme,homme,0.9765841960906982,homme,0.9760417938232422,False,True,True,"[""guillaume"", ""françois"", ""fit"", ""andré"", ""docteur"", ""répondit"", ""maire"", ""marie"", ""reprit"", ""ouvrit"", ""souffla"", ""fallut""]",mask,lrp
data\datasetSujet3\content\dataset\test\(FERRARI)(Jérôme)(le principe)(1)(2015)(1968)(v)(fr)(z)(z)(V)(R)(T).txt,homme,homme,0.522983968257904,homme,0.5006687641143799,False,True,True,"[""docteur"", ""maire"", ""marie""]",mask,lrp
data\datasetSujet3\content\dataset\test\(GALOPIN)(Arnould)(le bacille)(1)(1928)(1863)(1934)(fr)(z)(z)(V)(R)(T).txt,homme,homme,0.9970152378082275,homme,0.9965804219245911,False,True,True,"[""fit"", ""docteur"", ""répondit"", ""reprit"", ""ouvrit"", ""fallut""]",mask,lrp
data\datasetSujet3\content\dataset\test\(GARY)(Romain)(lady l.)(1)(1958)(1914)(1980)(fr)(z)(z)(V)(R)(T).txt,homme,homme,0.8727472424507141,homme,0.8595479726791382,False,True,True,"[""françois"", ""fit"", ""brebis"", ""alice"", ""docteur"", ""répondit"", ""marie"", ""reprit"", ""ouvrit"", ""fallut""]",mask,lrp
data\datasetSujet3\content\dataset\test\(GENEFORT)(Laurent)(la mécanique du talion)(1)(2003)(1968)(v)(fr)(z)(z)(V)(R)(T).txt,homme,homme,0.9335882663726807,homme,0.9260516166687012,False,True,True,"[""fit"", ""docteur"", ""répondit"", ""reprit"", ""ouvrit"", ""souffla"", ""fallut""]",mask,lrp
data\datasetSujet3\content\dataset\test\(GIDE)(André)(Les Caves du Vatican)(1)(1914)(1869)(1951)(fr)(z)(z)(V)(R)(T).txt,homme,homme,0.9702850580215454,homme,0.9898828864097595,False,True,True,"[""françois"", ""fit"", ""andré"", ""docteur"", ""répondit"", ""julius"", ""geneviève"", ""marie"", ""reprit"", ""ouvrit"", ""souffla"", ""fallut""]",mask,lrp
"data\datasetSujet3\content\dataset\test\(GIRARD)(Patrick)(hamilcar, le lion des sables)(1)(2001)(1950)(v)(fr)(z)(z)(V)(R)(T).txt",homme,homme,0.9921252131462097,homme,0.9915379285812378,False,True,True,"[""fit"", ""brebis"", ""répondit"", ""marie"", ""reprit"", ""ouvrit"", ""souffla"", ""fallut""]",mask,lrp
data\datasetSujet3\content\dataset\test\(ABEL)(Barbara)(l'instinct maternel)(2)(2002)(1969)(v)(fr)(z)(z)(V)(R)(T).txt,femme,femme,0.7870213389396667,femme,0.7770695686340332,False,True,True,"[""tante"", ""marie"", ""souviens"", ""aimerais"", ""allés"", ""rentre""]",mask,lrp
data\datasetSujet3\content\dataset\test\(ALARD)(Nelly)(moment d_un couple)(2)(2013)(1960)(v)(fr)(z)(z)(V)(R)(T).txt,femme,femme,0.9742465019226074,femme,0.9736074805259705,False,True,True,"[""tante"", ""marie"", ""mai"", ""souviens"", ""aimerais"", ""allés"", ""faisais"", ""rentre""]",mask,lrp
data\datasetSujet3\content\dataset\test\(ANGOT)(Christine)(Le Voyage dans l_Est)(2)(2021)(1959)(v)(fr)(z)(z)(V)(R)(T) (1).txt,femme,femme,0.9790834784507751,femme,0.9756066203117371,False,True,True,"[""christine"", ""tante"", ""marie"", ""portais"", ""mai"", ""poussez"", ""souviens"", ""aimerais"", ""allés"", ""faisais"", ""rentre""]",mask,lrp
data\datasetSujet3\content\dataset\test\(ASTIER)(Ingrid)(quai des enfers)(2)(2009)(1976)(v)(fr)(z)(z)(V)(R)(T).txt,femme,femme,0.9804067015647888,femme,0.9800025224685669,False,True,True,"[""benoît"", ""marie"", ""vincent"", ""mai"", ""souviens"", ""aimerais"", ""rentre""]",mask,lrp
data\datasetSujet3\content\dataset\test\(AUBERT)(Brigitte)(le miroir des ombres)(2)(2008)(1956)(v)(fr)(z)(z)(V)(R)(T).txt,femme,femme,0.9618397951126099,femme,0.9619815349578857,False,True,True,"[""graham"", ""christine"", ""tante"", ""marie"", ""mai"", ""poussez"", ""souviens"", ""élodie"", ""aimerais"", ""allés"", ""faisais"", ""rentre"", ""anne""]",mask,lrp
data\datasetSujet3\content\dataset\test\(AUBRY)(Gwenaëlle)(la folie elisa)(2)(2018)(1971)(v)(fr)(z)(z)(V)(R)(T).txt,femme,femme,0.95546555519104,femme,0.9535044431686401,False,True,True,"[""portais"", ""souviens"", ""aimerais"", ""faisais"", ""rentre""]",mask,lrp
data\datasetSujet3\content\dataset\test\(AUDOUX)(Marguerite)(douce lumière)(2)(1937)(1863)(1937)(fr)(z)(z)(V)(R)(T).txt,femme,femme,0.9779687523841858,femme,0.9753668904304504,False,True,True,"[""christine"", ""marie"", ""mai"", ""aimerais"", ""allés"", ""rentre""]",mask,lrp
data\datasetSujet3\content\dataset\test\(BA)(Mariama)(une si longue lettre)(2)(1979)(1929)(1981)(fr)(z)(z)(V)(R)(T).txt,femme,femme,0.9517741203308105,femme,0.9466007947921753,False,True,True,"[""tante"", ""souviens"", ""faisais""]",mask,lrp
data\datasetSujet3\content\dataset\test\(BAILLY)(Samantha)(a durée déterminée)(2)(2017)(1988)(v)(fr)(z)(z)(V)(R)(T).txt,femme,femme,0.9987279772758484,femme,0.998640239238739,False,True,True,"[""marie"", ""vincent"", ""portais"", ""mai"", ""souviens"", ""aimerais"", ""faisais"", ""rentre"", ""anne""]",mask,lrp
data\datasetSujet3\content\dataset\test\(BAILLY)(Samantha)(La langue du silence)(2)(2009)(1988)(v)(fr)(z)(z)(V)(R)(T).txt,femme,femme,0.9936622381210327,femme,0.9934822916984558,False,True,True,"[""marie"", ""poussez"", ""souviens"", ""aimerais"", ""faisais"", ""rentre""]",mask,lrp
data\datasetSujet3\content\dataset\test\(BARBERY)(Muriel)(une gourmandise)(2)(2000)(1969)(v)(fr)(z)(z)(V)(R)(T).txt,femme,femme,0.9943597912788391,femme,0.9937278032302856,False,True,True,"[""tante"", ""marie"", ""portais"", ""souviens"", ""faisais"", ""rentre""]",mask,lrp
"data\datasetSujet3\content\dataset\test\(BARRE)(Céline)(quel pétrin ! faute de blé, la boulangère a des idées...)(2)(2015)(1970)(v)(fr)(z)(z)(V)(R)(T).txt",femme,femme,0.9363212585449219,femme,0.9311875700950623,False,True,True,"[""marie"", ""poussez"", ""aimerais""]",mask,lrp
data\datasetSujet3\content\dataset\test\(BARRIERE)(Michèle)(meurtre au café de l'arbre sec)(2)(2010)(1953)(v)(fr)(z)(z)(V)(R)(T).txt,femme,femme,0.986024796962738,femme,0.985869288444519,False,True,True,"[""benoît"", ""tante"", ""marie"", ""vincent"", ""mai"", ""souviens"", ""aimerais"", ""rentre""]",mask,lrp
data\datasetSujet3\content\dataset\test\(BENSON)(Stéphanie)(nucléaire chaos)(2)(2002)(1959)(v)(fr)(z)(z)(V)(R)(T).txt,femme,femme,0.9916341304779053,femme,0.990483283996582,False,True,True,"[""marie"", ""souviens"", ""aimerais"", ""allés"", ""faisais"", ""rentre""]",mask,lrp
data\datasetSujet3\content\dataset\test\(BENZONI)(Juliette)(Marianne et l_inconnu de toscane)(2)(1971)(1920)(2016)(fr)(z)(z)(V)(R)(T).txt,femme,femme,0.9805403351783752,femme,0.9799894690513611,False,True,True,"[""christine"", ""tante"", ""marie"", ""vincent"", ""portais"", ""mai"", ""souviens"", ""aimerais"", ""allés"", ""faisais"", ""rentre""]",mask,lrp
data\datasetSujet3\content\dataset\test\(BENZONI)(Juliette)(On a Tué La Reine!)(2)(2008)(1920)(2016)(fr)(z)(z)(V)(R)(T) (1).txt,femme,femme,0.9931516647338867,femme,0.9919652938842773,False,True,True,"[""christine"", ""tante"", ""marie"", ""portais"", ""mai"", ""souviens"", ""aimerais"", ""allés"", ""faisais"", ""rentre"", ""anne""]",mask,lrp
data\datasetSujet3\content\dataset\test\(BENZONI)(Juliette)(toi marianne)(2)(1972)(1920)(2016)(fr)(z)(z)(V)(R)(T).txt,femme,femme,0.9491087198257446,femme,0.9481828808784485,False,True,True,"[""tante"", ""marie"", ""mai"", ""souviens"", ""aimerais"", ""allés"", ""faisais"", ""rentre"", ""anne""]",mask,lrp
data\datasetSujet3\content\dataset\test\(BENZONI)(Juliette)(un aussi long chemin)(2)(1983)(1920)(2016)(fr)(z)(z)(V)(R)(T).txt,femme,femme,0.9490321278572083,femme,0.9480851292610168,False,True,True,"[""tante"", ""marie"", ""mai"", ""souviens"", ""aimerais"", ""allés"", ""rentre""]",mask,lrp
data\datasetSujet3\content\dataset\test\(BENZONI)(Juliette)(une étoile pour napoléon)(2)(1969)(1920)(2016)(fr)(z)(z)(V)(R)(T).txt,femme,femme,0.986283004283905,femme,0.9854088425636292,False,True,True,"[""fanny"", ""tante"", ""marie"", ""aimerais"", ""faisais"", ""anne""]",mask,lrp
data\datasetSujet3\content\dataset\test\(BOTTET)(Béatrice)(Bertoul et le secret des hiboux)(2)(2009)(1950)(v)(fr)(z)(z)(V)(R)(T).txt,femme,femme,0.949783980846405,femme,0.9493922591209412,False,True,True,"[""tante"", ""marie"", ""mai"", ""aimerais"", ""allés"", ""faisais""]",mask,lrp
"data\datasetSujet3\content\dataset\test\(BOUHIER)(Odile)(la nuit, in extremis)(2)(2013)(1970)(v)(fr)(z)(z)(V)(R)(T).txt",femme,femme,0.6488155126571655,femme,0.6457507014274597,False,True,True,"[""marie"", ""mai"", ""rentre"", ""anne""]",mask,lrp
data\datasetSujet3\content\dataset\test\(BOURAOUI)(Nina)(tous les hommes désirent naturellement savoir)(2)(2018)(1967)(v)(fr)(z)(z)(V)(R)(T).txt,femme,femme,0.9963704347610474,femme,0.9959873557090759,False,True,True,"[""tante"", ""marie"", ""mai"", ""souviens"", ""aimerais"", ""allés"", ""faisais"", ""rentre"", ""anne""]",mask,lrp
data\datasetSujet3\content\dataset\test\(BOURDIN)(Françoise)(à feu et à sang)(2)(2014)(1952)(2022)(fr)(z)(z)(V)(R)(T).txt,femme,femme,0.8962629437446594,femme,0.9168679118156433,False,True,True,"[""graham"", ""betty"", ""tante"", ""portais"", ""souviens"", ""aimerais"", ""allés"", ""faisais"", ""rentre""]",mask,lrp
data\datasetSujet3\content\dataset\test\(BOURDIN)(Françoise)(l'inconnue de peyrolles)(2)(2005)(1952)(2022)(fr)(z)(z)(V)(R)(T).txt,femme,femme,0.9980151653289795,femme,0.9979798197746277,False,True,True,"[""tante"", ""souviens"", ""aimerais"", ""allés"", ""faisais"", ""rentre""]",mask,lrp
data\datasetSujet3\content\dataset\test\(BOURDIN)(Françoise)(la promesse de l_océan)(2)(2012)(1952)(2022)(fr)(z)(z)(V)(R)(T).txt,femme,femme,0.9856680631637573,femme,0.998382568359375,False,True,True,"[""mahé"", ""christine"", ""marie"", ""souviens"", ""aimerais"", ""faisais"", ""rentre""]",mask,lrp
data\datasetSujet3\content\dataset\test\(BOURDIN)(Françoise)(les bois de battandière)(2)(2007)(1952)(2022)(fr)(z)(z)(V)(R)(T).txt,femme,femme,0.9911203980445862,femme,0.9918488264083862,False,True,True,"[""marie"", ""souviens"", ""aimerais"", ""allés"", ""faisais"", ""rentre"", ""chalet""]",mask,lrp
data\datasetSujet3\content\dataset\test\(BOURDIN)(Françoise)(une nouvelle vie)(2)(2008)(1952)(2022)(fr)(z)(z)(V)(R)(T).txt,femme,femme,0.9754995107650757,femme,0.9739790558815002,False,True,True,"[""tante"", ""marie"", ""souviens"", ""aimerais"", ""allés"", ""rentre"", ""anne""]",mask,lrp
data\datasetSujet3\content\dataset\test\(BOURDON)(Françoise)(Les Bateliers du Rhône)(2)(2012)(1953)(v)(fr)(z)(z)(V)(R)(T).txt,femme,femme,0.8123266100883484,femme,0.7878121733665466,False,True,True,"[""tante"", ""marie"", ""vincent"", ""mai"", ""aimerais"", ""allés"", ""faisais""]",mask,lrp
data\datasetSujet3\content\dataset\test\(BOURIN)(Jeanne)(le grand feu)(2)(1985)(1922)(2003)(fr)(z)(z)(V)(R)(T).txt,femme,femme,0.9925581216812134,femme,0.9917427897453308,False,True,True,"[""benoît"", ""tante"", ""marie"", ""vincent"", ""portais"", ""mai"", ""poussez"", ""souviens"", ""aimerais"", ""allés"", ""faisais"", ""rentre""]",mask,lrp
data\datasetSujet3\content\dataset\test\(BOUSQUET)(Charlotte)(le Dernier Ours)(2)(2012)(1973)(v)(fr)(z)(z)(V)(R)(T) (1).txt,femme,femme,0.9754284024238586,femme,0.9751988649368286,False,True,True,"[""marie"", ""mai"", ""souviens"", ""aimerais"", ""faisais"", ""rentre""]",mask,lrp
